archive_id,english
DTIC_ADA172985,True
cbarchive_35047_studienbernordischeactinien1893,True
annualreport87unkngoog,True
cbarchive_36667_pp3513671840,True
jstor-2456379,True
bulletinissue00kentgoog,True
seasidestudiesi03agasgoog,True
bulletinsofameri296300pale,True
guidebooksofexcu05canauoft,True
ourfloatingpopul00gray,True
eocene00mary,True
bub_gb_LYkgdGQcQFYC,False
quarterlyjourna741918geol,True
biologyofinverte0000hick,True
theoryofevolutio00fran,True
bulletinofunited265fene,True
scottishnat2292341938arbr,True
laboratorymanual1928drew,True
cbarchive_41425_onacollectionofmammalsfromchir1840,True
nomenclatorzoolo00mars,False
catalogueofbooks07brit,True
cu31924031219003,True
studiesoncyclost00levi,True
contributionstoc01biol,True
kunglsvenskavete48kung,False
practicalnatura00davigoog,True
in.ernet.dli.2015.534493,True
bulletindumuseu42muse,False
faunallistsdevo00harr,True
in.ernet.dli.2015.163902,True
cu31924090312988,True
DeepSeaCreaturesOfNewZealand,True
biostor-83667,True
limestonesofpenn00mill,True
guidebooksofexcu04canauoft,True
cbarchive_106793_sdsnhmemoir2part2a9999,True
annualreportofbo1905smit,True
proceedingsgeol00assogoog,True
jstor-1627894,True
zoologischerjahr188001staz,False
b29339388_0002,True
bulletinsofameri353pale,True
coralsbryozoaofn00teni,True
palaeontology21121978pala,True
DTIC_ADA028786,True
in.ernet.dli.2015.270882,True
elementarytextb01sedggoog,True
cbarchive_133750_thegrandtoweronondagaformation1908,True
biostor-88076,True
syllogeus31973nati,True
jstor-1645069,True
harrisburgareaha1951raas,True
papersongeology00univgoog,True
encyclopediaofre00drno,True
journalroyalsoc39royaa,True
bulletinofunited292bass,True
bulletin1189496gove,True
cbarchive_110293_speciescompositionofbluemussel1981,True
journalofroyalmi1908roya,True
biostor-81425,True
bibliographiazo101904conc,False
proceedingsofuni871941unit,True
bulletinissue00servgoog,True
gov.uspto.patents.application.09856938,True
biostor-79638,True
biostor-89720,True
journaloflinnean29190306linn,True
ottawanaturalist8990otta,True
cu31924003893546,True
bollettin282919921993unio,True
edinburghnewphil49edin,True
jstor-2449150,True
biostor-91121,True
onprinciplesofcl00agas,True
philtrans01977987,True
bryozoaofpacific02osbu,True
anessayonclassi00agasgoog,True
jstor-30055775,True
in.ernet.dli.2015.217814,True
introductiontoge00ssrich,True
philtrans06284122,True
cu31924001151160,True
bulletinnewyor1011906newy,True
laboratorymanual1936drew,True
bulletinofbritis23geol,True
zoologischeranzege11deut,True
reportonprogress1947unit,True
novitateszool41193839roth,True
quarterlyjournal17lond,True
GeologyIndia,True
transactionsofro41895roya,True
newzealandadjace00marsiala,True
cu31924003956095,True
zoologicalreco5011913zool,True
philtrans05355691,True
bulletindumuseu20muse,False
journalnewyorkm00socigoog,True
illustrationsofd00hall,True
jstor-2452951,True
jstor-2454480,True
60920060R.nlm.nih.gov,True
lecturesonhisto00quekgoog,True
historyofbritish188001hinc,True
catalogueofnorth00hemp,True
zoologicalrecord81871zool,True
bulletinnewyork661903newy,True
cbarchive_132105_furthernoticesonthecalciferous1895,True
jstor-2447947,True
panamericangeolo231899desm,True
b28141386,True
studentslyellpri00lyelrich,True
bub_gb_c4osAAAAYAAJ,False
introductiontost00shim_1,True
cambrianordovici00maryrich,True
b2806463x,True
bulletinscienti08assogoog,True
jstor-1631504,True
journalofcincinn41881cinc,True
annualreportofre5018newy,True
cu31924003872888,True
biostor-118478,True
noaatechnicalrep679unit,True
guideleafletgeol1962odom,True
cbarchive_122611_turtlebay1980,True
neuesjahrbuchfr109unkngoog,False
louisianaconserv9no2depa,True
biostor-118616,True
eoceneeocenedepo1190clar,True
AsbestosteelForRoofsAndWallsBulletinFifty-four,True
microtomistsvad07leegoog,True
katechismusderv00haasgoog,False
reportongeologi02wortgoog,True
abiologicalsurv00davigoog,True
geologicalrepor01shergoog,True
cu31924012281097,True
catalogueoffossi3192brit,True
CentreForEntomologicalStudiesAnkaraPriamus13,True
jstor-3220534,True
bibliographiazoo191425conc,False
in.ernet.dli.2015.174238,True
s4annalsmagazine15londuoft,True
specialscientifi284usfi,True
b28086533,True
journaloflinnean31190715linn,True
museumbulletin1451910newy,True
naturaenovitates81886berl,False
in.ernet.dli.2015.29697,True
jstor-1624433,True
fieldnotesnevad00walc,True
occasionalpapers78cali,True
cu31924004626432,True
middledevonianof00staurich,True
jstor-1536263,True
pubmed-PMC3521234,True
in.ernet.dli.2015.20858,True
professionalpap78sgoog,True
biostor-118640,True
rivistaitalianad02mila,True
jstor-30079830,True
advancedtextboo03pagegoog,True
bulletinnewyork521902newy,True
reconnaissancere01hawo,True
jstor-2447650,True
mobot31753002152830,True
cbarchive_40107_thesupposedspongespiculesofmer1952,True
jstor-4061407,True
geologicalmagazi661919wood,True
marinebiology0000rese,True
biostor-95069,True
journalpr798019451946roya,True
dieakalephendesr00unse,False
journaloflinn20188690linn,True
proceedingsroyaxlvroya,False
in.ernet.dli.2015.120472,True
economicalgeolo02illigoog,True
ergebnissede118961907hamb,False
revuecritiquede151911coss,False
geologistapopul05mackgoog,True
geologymineralre48lama,True
bub_gb_np46AQAAIAAJ,False
bulletin05peab,True
cu31924003008947,True
biostor-86996,True
geologist1185unse,True
danishingolfexpe0603ingo,True
meddelelseromgr341910denm,True
mionelminthestri17page,False
in.ernet.dli.2015.47692,True
jstor-2455910,True
catalogueofcolle310farr,True
jstor-4061467,True
transactionsproc16roya,True
bulletinofbuffal00buff,True
Lyell1855ya42W,False
jstor-1535746,True
reportsdealingw02survgoog,True
journalofroyalmi188813roya,True
bulletinofbritis42zoollond,True
jstor-2448899,True
in.ernet.dli.2015.463178,True
britishcarbonife1912leeg,True
americangeologi69wincgoog,True
jstor-1645731,True
noaatechnicalrep668unit,True
cihm_24796,True
administrativere23illi,True
universityofcali5190810univ,True
b24859928,True
bub_gb_97IpAQAAIAAJ,False
report08unkngoog,True
in.ernet.dli.2015.26043,True
cu31924004578971,True
bub_gb_OssQAAAAIAAJ,False
memoirsqueensla42haml,True
rozpravyceskeaka2219cesk,False
proceedingsofwas02wash,True
jstor-2453833,True
The_Notre_Dame_Scholastic_VOL_0005_ISSUE_0006,True
cbarchive_131843_pathologyofmytilus1981,True
journalofmicrosc7188roya,True
elementsofgeolog00lyelrich,True
redescriptionof00frit,True
transactionsofzo13zool,True
dielowenberger00scupin,False
biostor-93511,True
jstor-2450199,True
annualreportofc189091harv,True
foyldtanikoyzlo126magy,False
annalsmagazineof6151895lond,True
report1919ameruoft,True
catalogueoftypes00clarrich,True
dli.zoological.hpg.056,True
InvertebrateZoology,False
biostor-91256,True
elementscompara01gegegoog,True
JournalRoyalSocXXVIRoyaA,True
DTIC_ADA054279,True
annalsmagazineof4181876lond,True
drinkingmicrosco00whiprich,True
in.ernet.dli.2015.174961,True
bulletin152unkngoog,True
in.ernet.dli.2015.157249,True
dli.zoological.occpapers.280,True
acontributionto00survgoog,True
annualreportonne4218newy,True
jstor-25099876,True
DTIC_ADA374765,True
mobot31753002105986,True
classificationof00roth,True
monthlymicrosco01unkngoog,True
mobot31753003646061,False
dli.zoological.sfs.016,True
monteMarioedisu00Cont,False
biostor-93726,True
zoologyinverteb00macagoog,True
lifeonearthitso00philgoog,True
zoologicalrecor311894zool,True
unati00vaug,True
annalsmagazineof5101882lond,True
annualrepor1419211922flor,True
journalofroyalmi222roya,True
bulletin140unkngoog,True
biostor-93724,True
jstor-2446941,True
ahandbookgeolog00toucgoog,True
subjectcatalogue00aberuoft,True
reportofcommissi79unit,True
actasocprofaunae20soci,True
schoolminesquar84chemgoog,True
seasidebookanin00yarrgoog,True
newsletter07harv,True
financialstatem00survgoog,True
bibliographiazo211911conc,False
authorindexpubl00cudm,False
DTIC_ADA073413,True
jstor-30060725,True
professionalpap68sgoog,True
cu31924074095369,True
jstor-2453917,True
commonfossilsofp00hosk_1,True
reportageologic00leslgoog,True
canadianiceageb00dawsgoog,True
allanhancockpaci14alla,True
walterrathboneb00schme,True
cihm_82712,True
zoologischerjahr1892staz,False
jstor-2447946,True
cihm_36513,True
zoologicalreco4011903zool,True
bulletinofmuseum56harv,True
biostor-91883,True
contributionstog00vauguoft,True
buildingmaterial00lauruoft,True
bulletinessexin04instgoog,True
b28110626,True
jstor-1766351,True
stereoatlasofost2119will,True
biostor-102609,True
cbarchive_133882_thecaradocfaunalassociationsof1949,True
gov.uspto.patents.application.09120664,True
geologicallit18961897geol,True
ecologicalsurvey00unit,True
edgeofsea00cars,True
gov.uspto.patents.application.10597154,True
biostor-93311,True
asystemnaturalh00unkngoog,True
memoirsprocee42189798manc,True
annalendesnaturh02natu,False
in.ernet.dli.2015.23579,True
biologicalbullet164mari,True
jstor-2454599,True
guideforbeginnin4revised,True
guideleafletgeol1953raas,True
biostor-100788,False
pocahontascounty00west,True
biostor-118783,True
jstor-2450362,True
zoologicalreco4211905zool,True
catalogueofbooks00victuoft,True
elpasotindeposi00weedgoog,True
zologicalexcur00fewk,True
acidetchinginstu156lama,True
commonintertidal00brus,True
in.ernet.dli.2015.230655,True
newsletter10harv,True
biostor-100113,True
mobot31753002558507,False
b22452485,True
guidebookfor46th00fiel,True
biostor-92516,True
grundzgederpal00zitt,False
in.ernet.dli.2015.217069,True
microscopicalstu00hornrich,True
guidetolocaliti00woodgoog,True
gulfresearchrep4gulfb,True
b28107366,True
indextopublicati00ellirich,True
cbarchive_109366_fossilandrecentbryozoaofthegul1878,True
bulletin02virg,True
proceedingsofroy35unse,True
journaloflinnean17188384linn,True
cbarchive_133777_hesilurianrocksoftheludlowdist1949,True
gayana461983univ,False
proceedingsroya46roya,False
addressesdeliver1952nati,True
journalofroyalmi1893roya,True
bulletinsofameri161164pale,True
DTIC_ADA355219,True
biostor-92559,True
bulletinscienti00assogoog,True
cbarchive_104871_nautilusv96245481982,True
jstor-2452469,True
DTIC_AD0409543,True
bub_gb_ftAzAQAAMAAJ,True
manualofcommonin1923prat,True
bibliographyinde19811geor,True
geologicalbiolog00willrich,True
ventriculidaeofc00smitrich,True
preliminaryrepo01minegoog,True
boletindelasocie44451972soci,False
revuecritiquede191915coss,False
worldwelivein00barn,True
jstor-2450680,True
palaeontology37121994pala,True
quarterlyjourna701914geol,True
DTIC_ADA252713,True
pubmed-PMC3348079,True
shellcollectorsh00verr,True
biostor-92002,True
catalogueofbriti00brit,True
proceedingsofind1907indi,True
microtomistsvade00leea,True
generalguide36amer,True
waldolschmittpa00schmm,True
jstor-30061120,True
in.ernet.dli.2015.534560,True
b21285718,True
elementarygeolog00colerich,True
in.ernet.dli.2015.28642,True
diesinneundsinn01haecgoog,True
reportonprogress1930unit,True
bulletinofbure4321927unit,True
reportonprogress1931unit,True
bibliographiazoo61901conc,False
microtomistshand00leearich,True
biostor-88320,True
journalcin0708cincuoft,True
jstor-1536575,True
jstor-2463759,True
in.ernet.dli.2015.260277,True
aclassifieldind00ormegoog,True
verhandlungender7172zool,False
biostor-120062,True
pubmed-PMC4021322,True
memoircharlesem00schugoog,True
postilla120peab,True
zoologicalrecor341897zool,True
journal1920cincuoft,True
in.ernet.dli.2015.206382,True
bulletinofmuseum58harv,True
jstor-2556284,True
zoologicalrecor331896zool,True
naturalhistoryof00forb_0,True
americangeologi13unkngoog,True
chigakuzasshi03japgoog,False
addressdelivered00hami,True
jstor-2454854,True
bulletinofmuseum22harv,True
in.ernet.dli.2015.474848,True
ERIC_ED038314,True
reportusnationa00goog,True
jstor-1627591,True
acourseininvert00pratgoog,True
reportonprogress1914unit,True
jstor-1631125,True
annualreportsta07goog,True
bulletinuniteds05sgoog,True
zoologischerjahr18staz,False
jstor-4060583,True
78unkngoog,True
americangeologi07wincgoog,True
geologistpopular02mack,True
poirieria3820auck,True
bergensmuseumssk07berg,True
northamericanear00canu,True
bulletinofbritis29zoollond,True
bulletin53nati,False
jstor-2449677,True
TransactionsRoy94Roya,True
annualreportgeo03unkngoog,True
jstor-2466182,True
proceedingsoflit1718lite,True
antifoulingmarin00mura,True
cihm_61120,True
freeburggaspools272meen,True
jstor-3221038,True
archivfrnaturg7302berl,False
bibliographyofno4434nick,True
no103circular12johnuoft,True
in.ernet.dli.2015.203926,True
biostor-92001,True
bulletinofzoolog602003int,True
jstor-1629764,True
jstor-1759520,True
cbarchive_107512_recherchessurlabiologieetlazoo1897,True
biodiversityrese98rose,True
currentbibliogra15food,True
guidetoaquarium00napogoog,True
manualofgeologyd00emmorich,True
bulletinnewyork621903newy,True
fossilsofillinoi11cond,True
bulletinsofameri52230pale,True
spb.zoological.spb.024,True
DTIC_ADA114402,True
naturalhistoryof02deva,True
b21996945,False
cu31924084820251,True
cbarchive_115225_theeffectsofbaytexonsomeaquati1964,True
presidentsreport1942univ,True
naturalhistoryof00canauoft,True
canadiannatural02montgoog,True
zoologicalnamesl1936pear,True
journaloflinnean24189194linn,True
journalofroyalmi188913roya,True
canadianiceageb01dawsgoog,True
jstor-1645070,True
seashorelifeoffl00gilb,True
tidepoolsbeaches00clem,True
DTIC_ADA173706,True
biostor-91617,True
jstor-1623994,True
palaeontology29121986pala,True
spb.zoological.spb.027,True
archivfrnaturge18unkngoog,False
naturalistsguide00mayniala,True
earththroughtime00levi,True
annualreport1908port,True
reportonprogress1918unit,True
miocene01mary,True
biostor-76033,True
reportoncollecti00brituoft,True
jstor-30078180,True
collegezoology00hegn,True
proceedingsofbou2219bour,True
presidentsreport1724univuoft,True
bulletin111957peab,True
iucninvertebrate83well,True
populargeologyf00lardgoog,True
jstor-2447359,True
jstor-2453081,True
proceedingsunit11integoog,True
palaeoecologyofw00bret,True
annualreportame29unkngoog,True
annualreport1914derb,True
bub_gb_uBwyAQAAMAAJ,False
annualreportofr5819newy_1,True
transactionsofty01tyne,True
jstor-2992715,True
smithsonianmisce471905smit,True
annualreportsta00survgoog,True
journalofroyalmi188946roya,True
biostor-91848,True
reportuponcondi00unkngoog,True
bub_gb_SchEAAAAcAAJ,False
proceedingsoflin73linn,True
handlistofgenera02shar,True
bulletinofbritis12zoollond,True
upperpennsylvani548fras,True
reportonfloridar00agas,True
americangeologi54wincgoog,True
IndexFossi_00_Shim,True
zoologicalrecor271890zool,True
boletindelasocie4647197374soci,False
atlasofchromosom00maki,True
biostor-93860,True
geologicalreconn00vaug,True
annalsmagazineof1018unse,True
transactionsproc3018newz,True
reportongeologi01wortgoog,True
geologicalobser02woogoog,True
microscope08anna,True
reportongeology00ellsgoog,True
naturalsciencemo91896lond,True
animallifeworldo119021903lond,True
in.ernet.dli.2015.27707,True
classqscience00libr,True
DTIC_AD0044490,True
annualreport20indigoog,True
biostor-90029,True
handbuchderembr00rtgoog,False
textbookofpalaeo01zitt,True
palaeontographic1518cesk,False
biostor-93909,True
cbarchive_123030_wosympatriccubananolesofthecar1863,True
thoughtsonanima01mantgoog,True
bibliothecazoolo204caru,False
pubmed-PMC3532221,True
synonymiccatalog00jell,True
proceedingslinn01walegoog,True
underwaterlifewo00park,True
carnivalundersea00cata,True
bulletinofbritis15zoollond,True
TransactionsRoy97Roya,True
principlesofgeol02lyeluoft,True
in.ernet.dli.2015.28669,True
bibliographycol00jonegoog,True
nationalaudubons00stev,True
DTIC_ADA039792,True
wondersgeolafam01mantrich,True
geologistpopular01mack,True
cbarchive_41593_noteonshepheardellataeniformis1878,True
b24860098,True
seasidestudiesin00agas,True
bulletindelasoci4131soci,False
bulletinsofameri248254pale,True
americanjournal111unkngoog,True
biostor-100730,False
b21466488_0001,True
in.ernet.dli.2015.48387,True
errorriskmedian00doddgoog,True
cu31924074096557,True
b24756982,True
biostor-100039,True
pubmed-PMC3248832,True
antarcticbibliog22doum,True
dictmicrographic00grifrich,True
biostor-99788,True
americangeologi40wincgoog,True
studentselement02lyelgoog,True
directoryofzoolo00blac,True
b28133122,True
bulletinofzoolog6222inte,True
structureclassif1846dana,True
pubmed-PMC3991637,True
divn2international1903royauoft,True
bulletin1519241925illi,True
foldtanikozlony1018magy,False
cbarchive_132082_correlationofthedevonianfaunas1893,True
abhandlungenzurg2897preu,False
DTIC_ADA306391,True
foldtanikozlony2187magy,False
annalsofsouth69111976sout,True
dli.zoological.records.113.04,True
returnbritishmus96brit,True
bub_gb_y8sUAAAAYAAJ,True
greenbriercounty00west,True
marylandgeologi12survgoog,True
cbarchive_51690_settlementofabalonehaliotisiri1981,True
reportonprogress1937uni,True
fieldguidetoatla00gosn,True
contributionstoc219141915biol,True
glacialhistoryof00wils,True
contributionsfr04labogoog,True
CAT93975518006,True
bub_gb_loAXAAAAYAAJ,False
jstor-1629725,True
jstor-2452554,True
gov.uspto.patents.application.10814620,True
livesofanimals00ande,True
cbarchive_107286_beitrgezurphysiologischenkennt1822,True
textbookofembryo02korsuoft,True
biostor-118715,True
synopsiscontent01musegoog,True
springer_10.1007-0-306-47671-1,False
jstor-1764250,True
b21477760,True
cbarchive_109365_fossilandrecentbryozoaofthegul1878,True
marylandgeologi15survgoog,True
faunafloraaboutc00dave,True
s4annalsmagazine13londuoft,True
illustratedencyc00illu,True
pubmed-PMC4042706,True
biostor-93625,True
in.ernet.dli.2015.146890,True
biostor-90903,True
storyofboulderor00geikrich,True
jstor-2455737,True
reportonprogress1934unit,True
jstor-2447358,True
naturalhistoryof02wals,True
internationalca21britgoog,True
biostor-118761,True
bibliographiazoo21897conc,False
biostor-103113,True
RecordsSouthAus26Sout,True
annualrepot3638188284newy,True
jstor-2450306,True
biostor-93811,True
biostor-93657,True
recordswesterna19west,False
in.ernet.dli.2015.126455,True
DTIC_ADA149944,True
notesonpostplio00dawsgoog,True
alaskanemertean00dcgoog,True
evolutionoflife00jarm,True
laboratorydirect00shulrich,True
jstor-2456022,True
archivfrnaturg7702berl,False
jstor-1636974,True
biostor-95195,True
DTIC_ADA102047,True
palaeontol53419621963pala,True
bibliographymin00gerogoog,True
annualreportgeo11unkngoog,True
bibliographiazo131906conc,False
DTIC_AD0007420,True
jstor-2451570,True
introductiontost00shim,True
cu31924001071020,True
smithsonianinst00geargoog,True
microtomistsvade1921leea,True
geochemistryofca298graf,True
paleontologica121997niho,True
annalsmagazineof25lond,True
philtrans08905557,True
bulletindelasoc4719soci_0,False
jstor-1630966,True
methodsstudyinn04agasgoog,True
biostor-75284,True
manualofelement00lyel,True
bulletinsofameri362364200203pale,True
einfhrungindiepa00stei,False
bibliographynor00usgoog,True
journalofroyalmi1892roya,True
cu31924051800237,True
phanerozoicdiver00vale,True
biostor-103388,True
lecturesoncompa00frgoog,True
floraofjamaicaco01fawc,True
jstor-1629726,True
jstor-1361809,True
proceedingsofind1909indi,True
journaloflinnean25189496linn,True
shelbyvilleareas1950raas,True
jstor-84305,True
cu31924074095310,True
cbarchive_133652_noticeoffossilsfromthepermians9999,True
cbarchive_133948_descriptionsofnewspeciesoffoss1877,True
quarterlyjourna31unkngoog,True
historyfisherie00thomgoog,True
journal2122cincuoft,True
synopsisofmarine00stim,True
quarterlyjourna04socigoog,True
geologicalsurve08wortgoog,True
biostor-89885,False
rockislandmoline1950raas,True
in.ernet.dli.2015.45542,True
SouthAustralian21Fiel,True
arcticreportse07canauoft,True
journalofroyalmi212roya,True
jstor-1535926,True
courseininverteb00pratuoft,True
bergensmuseumrbo06berg,False
generalembryolog131969hubr,True
firstbiennialre00milegoog,True
microscopistama01wythgoog,True
paleozoicfaunas00well,True
bulletinunitedst1931947unit,True
biologicalbullet96mari,True
ecologydistribut00busc,True
cbarchive_108339_thebryozoanfaunaofthegalapagos1878,True
geologistapopul02mackgoog,True
devonianofpennsy00penn,True
biostor-118555,True
jstor-2449678,True
scamitnewslette5sout,True
smithsonianmisc49instgoog,True
detkongeligedans0710kong,True
transactionsofac101900acad,True
journalofmicrosc2188roya,True
reportageologic03owengoog,True
jstor-1634752,True
bub_gb_rLIpAQAAIAAJ,False
reportsecondnor00willgoog,True
annualreportof461893newy,True
bulletinofbritis35geollond,True
dli.zoological.occpapers.158,True
biostor-118706,True
biologicalbullet195mari,True
cu31924074095419,True
generalguidetobr1896brit,True
cbarchive_41060_ecologyofchoncholepas1981,True
medalsofcreation00mant,True
americanjournalo03acaduoft,True
memoirsgeologic04unkngoog,True
in.ernet.dli.2015.476056,True
cbarchive_100150_procroysoclondon2218749999,True
CentreForEntomologicalStudiesAnkaraMiscellaneousPapers149,True
bulletinofs1118981902deni,True
memoirsgeologic52indigoog,True
sublitteralecolo00mintpdf,True
quarterlyjournal38188geol,True
explorationsfiel193032smit,True
smithsonianmisce451903smit,True
boletndelasoci15soci,False
jstor-4061011,True
publication02britgoog,True
geologyofoamarud00park,True
jstor-2456560,True
atreatiseonbuil04hullgoog,True
selectedbibliogr00salo,True
completebookofro00dinw,True
jstor-4059682,True
cu31924004594812,True
biostor-76257,True
expeditionsscien7190miln,False
cbarchive_55503_theaustralianhydromedusae1884,True
biostor-98173,True
bulletinofsouthe5254sout,True
cu31924004621151,True
biostor-85542,True
in.ernet.dli.2015.222635,True
butlletdela2910191213inst,False
TextBookOfGeology,True
cu31924003945460,True
bulletininternat181913cesk,True
geologyofhoneoye00luthrich,True
dli.zoological.records.101.03-04,True
biostor-92219,True
palaeontology34121991pala,True
cu31924074096508,True
MemoirsNational32Nati,False
in.ernet.dli.2015.7374,True
journalofcincinn09cinc,True
memoirsofgeologi91872geol,False
mindinnatureoror00clar,True
proceedingsdorse20dors,True
lifeofpastintrod00simp,True
annualreportoffr1888asto,True
pubmed-PMC3890606,True
journalofroyalm1891roya_0,True
americanpalaeozo00mill,True
proceedingsofaca39acad,True
europeanjournal72muse,True
biologicalbullet1955mari,True
principlescompa00carpgoog,True
bulletinofsouthe6669sout,True
in.ernet.dli.2015.162596,True
jstor-20020457,True
Carpenter1854nl22A,False
lecturesoncompar02owen,True
manualofgeologyt01philrich,True
annalsmagazineof52londuoft,True
cu31924004586776,True
cbarchive_38711_recordsofsomeindiancicindelida1921,True
geologyfossilsof00dixorich,True
bulletinofnatura551natu,True
journalofroyalmi1895roya,True
JournalRoyalSoc41RoyaA,True
pubmed-PMC4137314,True
animalparasites02josegoog,True
annalsandmagazi01flgoog,True
journalofnewyork14newy,True
geologymineralre49knap,True
naturalhistoryof00inge,True
geologicreferenc0000ward,True
decapodcrustacea1908verr,True
guideforbeginnin04coll,True
seasidestudiesi01agasgoog,True
PocahontasGeological,False
cbarchive_107052_miocenegastropodsandscaphopods1878,True
palaeontology27121984pala,True
biostor-94477,True
catalogueoftypes136nite,True
onnegativeandpo00adamgoog,True
boletindelasocie6365199294soci,False
bulletinofsouthe6811sout,False
bulletinsofameri314pale,True
zoologicalreco4611909zool,True
bulletinofsouthe6365sout,True
geologicalmagazi581921wood,True
reportonprogress1921unit,True
polishingcharact00shup,True
jstor-83268,True
journalofroyalm1893roya_0,True
quarterlyjournal81912geol,True
revuecritiq2425192021coss,False
quarterlyjournal46189geol,True
biostor-88446,True
in.ernet.dli.2015.11815,True
publications00newy,True
whosaysyoucantte00alan,True
jstor-3623800,True
DTIC_ADA094356,True
annualreport23survgoog,True
bulletinfisheri00labogoog,True
biostor-100728,False
DTIC_AD0491660,True
proceeding41219041909bris,True
monthlymicrosco24britgoog,True
bulletinofnatura572natu,True
biostor-106000,True
jstor-1764397,True
panamericangeolo201897desm,True
dictionaryoffoss00lesl,True
biostor-92081,True
geologicalsyr00unde,True
memoirsofgeologi61869geol,False
AucklandMuseumAnnualReport1896-1897,True
historyofcreatio02haec,True
kunglsvenskavete10kung,False
philtrans09946242,True
annualreportgeo00regegoog,True
cambridgenatura00shipgoog,True
b21462586,True
thoughtsonanimal00mantrich,True
DTIC_AD0023445,True
bulletinofgeolog101899ge,True
jstor-1645749,True
reportonprogress1907unit,True
palaeontology6341963pala,True
in.ernet.dli.2015.214965,True
jstor-1535635,True
fossilsfossilcol00hami,True
lowerdevoniantex00mary,True
biostor-99016,True
in.ernet.dli.2015.20613,True
naturalistsdirec1885cass,True
reportonprogres06musegoog,True
cu31924004549915,True
reportonprogress1944unit,True
annualnewslett196880univ,True
geologicalsurvey08illirich,True
reportongeologi01whitgoog,True
postpleiocenefos00holm,True
BruscaParte4,False
engineeringsoils7235shur,True
biostor-118710,True
schoolminesquar30chemgoog,True
bulletinsofameri288290pale,True
animali_mare_adriatico_museo_trieste_1869,False
biostor-106999,True
engineeringecolo00keit,True
gov.uspto.patents.application.09783931,True
jstor-1630239,True
contributionsto00foorgoog,True
cbarchive_133766_medinaandcataractformationsoft1890,True
jstor-1763662,True
in.ernet.dli.2015.200983,True
universityofcali81911univ,True
catalogueoftypes02frit,True
fieldcollectorsm00smit,True
cbarchive_133709_fusellamcoy1844aproblematicbra1949,True
proceedingsofuni31051958unit,True
annotatedbibliog00unse_0,True
cbarchive_38820_iipseudocladochonushicksoninov1907,True
cu31924003633801,True
jstor-984166,True
methodsstudyinn05agasgoog,True
biostor-100015,True
illustrateddicti00rossrich,True
americangeologi43wincgoog,True
bulletinofwiscon2190wisc,True
biostor-105830,True
voyagechallenge01thomgoog,True
principlesofmode00mars,True
studentslyellam00lyelgoog,True
culturemethodsf000galt,True
structureclassif00dan,True
smithsonianyear1966smit,True
b28094050,True
internationalcat17112roya,True
revuecritiq2223191819coss,False
verzeichnissder00schagoog,False
allanhancockpaci16alla,True
marineinvertebra01mcin,True
bibliograph1419061907conc,False
pubmed-PMC3588147,True
foodhabitsofmall720mcat,True
report36sciegoog,True
DTIC_ADA068372,True
pubmed-PMC4165892,True
in.ernet.dli.2015.154024,True
biostor-91761,True
biostor-79279,True
cbarchive_108515_themusselresourceofthetennesse9999,True
elementsofcompar029812mbp,True
revuecritiquedep101906coss,False
waifsandstraysn00gattgoog,True
cu31924004115949,True
reportonconditio187172bair,True
fversigtafkongl08vetegoog,False
bulletinofunited188week,True
journalofwashin414219wash,True
cbarchive_132054_anordovicianfaunafromsoutheast1890,True
b29011140,True
americanjournal50unkngoog,True
deepoceanbiodete04mura,True
jstor-2454063,True
biostor-82334,True
panamericangeolo321903desm,True
bulletinnewyorks661903newy,True
biologicalbullet89mari,True
jstor-1629728,True
introductoryocea00thur,True
in.ernet.dli.2015.77675,True
reportofbritisha70brit,True
annualreportflo121919flor,True
subtidalconcrete00donapdf,True
sciencegossip0894lond,True
memoriasdelarea00barcgoog,False
zoologytextbookf00chid,True
journalofcinc12188990cinc,True
annalsmagazineof941919lond,True
cbarchive_50421_neogenecheilostomebryozoaoftro1999,True
transactionspro30newz,True
cihm_02373,True
generalzoology2nd00stor,True
journalofcincinn61883cinc,True
ageneralguideto00unkngoog,True
reportsandpaper07survgoog,True
palaeontology40121997pala,True
reportstategeol00houggoog,True
b28126269_0002,True
amanualpalontol00lydegoog,True
journalofroyalmi188846roya,True
cihm_86757,True
animalsofseashor00rich,True
memoirsofmuseumo0701harv,True
bulletinofzoolog44inte,True
gov.uspto.patents.application.10567682,True
cu31924004115394,True
0226626.nlm.nih.gov,True
textbookofgeolog02geikrich,True
b22319402,True
jstor-1627705,True
pubmed-PMC3124969,True
courseininverteb00prat,True
b22463343,False
memoirsgeologic01londgoog,True
siluriahistoryof00murc_0,True
amanualelementa01lyelgoog,True
introductiontote00mcel,True
officiallistsind00inte,True
outlineofnatural00sinerich,True
geologicalmagazi18641903wood,True
cbarchive_53350_onthepresenceofchlorophyllcell1840,True
proceedings05assogoog,True
benthicproductiv00unit,True
proceedingsindi01meetgoog,True
analesdelmuseona14muse,False
ottawanaturalis06clubgoog,True
bulletinofbritis40geollond,True
anatomyinverteb00siebgoog,True
bulletinofbritis18zoollond,True
geologicalbiolo01willgoog,True
handbookofgeolog00pageuoft,True
industrialminera08lama,True
addressesdeliver50nati,True
DTIC_ADA037728,True
naturalistsuniv03cassgoog,True
publications03geolgoog,True
onphylogeneticde00brag,True
biostor-102961,True
report1924brit,True
proceedingsof1900indi,True
earthhistory49illi,True
cbarchive_125685_article211878,True
fossilcollecting00hosk,True
